,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600681,百川能源,146.51,364.91,71.2359,23.9674,0.0953,6.5679,0.0261
1,300346,南大光电,61.47,57.71,80.0236,159.2565,,275.9313,
2,600111,北方稀土,59.11,31.01,76.235,3129.4208,2.5841,10090.2106,8.3319
3,000587,金洲慈航,58.93,50.88,16.6007,475.0283,0.8526,933.444,1.6754
4,600083,博信股份,50.53,,,13.138,0.0571,0.0,0.0
5,002648,卫星石化,50.32,21.18,31.5574,507.5873,3.3839,2396.0612,15.9737
6,300316,晶盛机电,50.24,35.44,51.2227,212.3397,2.1233,599.021,5.9902
7,600636,三爱富,45.6,17.28,37.0915,659.1118,1.8982,3813.4305,10.9825
8,000411,英特集团,45.59,2.91,5.4036,182.2191,0.8783,6260.5561,30.1786
9,002651,利君股份,45.2,37.68,51.5619,410.9465,1.1415,1090.6021,3.0294
10,600340,华夏幸福,43.81,21.82,44.6591,1156.2419,1.9665,5297.5725,9.0102
11,300498,温氏股份,43.24,20.91,26.2329,4655.4485,1.4816,22263.6612,7.0854
12,002113,天润数娱,41.46,10.72,19.4458,6.21,0.0524,57.906000000000006,0.489
13,600031,三一重工,41.01,18.57,37.8327,7671.3335,1.0102,41303.1425,5.4391
14,000921,海信科龙,37.79,2.14,17.667,328.4195,0.2425,15340.8524,11.3295
15,601100,恒立液压,37.4,30.49,43.7291,285.6708,0.9068,936.8439,2.9741
16,600876,洛阳玻璃,36.65,9.26,10.8011,66.8683,0.1337,721.7533,1.4434
17,300306,远方信息,35.57,38.38,68.006,55.7046,1.2378,145.1378,3.2252
18,000703,恒逸石化,34.75,8.13,13.0372,1859.5875,3.2239999999999998,22852.6902,39.6202
19,600259,广晟有色,34.55,9.3,24.6122,157.0616,0.6297,1687.9673,6.7681
20,002304,洋河股份,33.19,30.06,56.2367,2915.9472,3.2399,9697.3204,10.7748
21,000568,泸州老窖,32.16,35.67,66.9163,2007.7176,1.44,5628.2716,4.0368
22,600203,福日电子,32.05,8.87,0.8105,136.327,0.5667,1536.944,6.3894
23,002682,龙洲股份,31.59,13.47,23.9997,167.9741,,1246.7545,
24,600547,山东黄金,31.02,5.38,10.7471,1691.9387,1.1889,31433.3756,22.0883
25,600503,华丽家族,30.7,381.51,39.2706,584.2289,0.5128,153.1353,0.1344
26,002653,海思科,30.65,52.33,66.1722,201.3172,0.5592,384.6375,1.0684
27,600318,新力金融,30.12,22.08,40.6448,227.6672,0.9407,1030.8957,4.2598
28,300283,温州宏丰,30.07,10.9,19.7371,68.5234,1.2899,628.5917,11.8332
29,300343,联创互联,30.06,10.59,14.718,33.6541,,317.7842,
30,300276,三丰智能,29.54,19.21,36.1194,41.8862,0.9308,218.0135,4.8447
31,600805,悦达投资,29.34,45.96,31.7059,866.0681,1.2213,1884.0708,2.657
32,600809,山西汾酒,29.26,19.85,76.126,707.5371,1.6343,3563.6573,8.2315
33,000789,万年青,29.1,10.19,29.5294,419.3929,1.0593,4113.2014,10.3892
34,000869,张裕A,29.02,28.63,75.3461,1263.7393,2.3967,4413.6765,8.3706
35,600693,东百集团,28.95,19.23,21.3302,290.6461,0.8468,1510.774,4.4017
36,600160,巨化股份,28.91,24.53,44.961000000000006,1586.3893,1.7913,6466.0569,7.3015
37,002637,赞宇科技,28.86,6.39,15.0048,91.0771,1.5179,1425.0589,23.7509
38,600519,贵州茅台,28.81,48.15,91.5273,6569.0846,6.3275,13642.0755,13.1403
39,002081,金螳螂,28.66,6.77,16.8978,435.8036,0.9052,6432.1778,13.3613
40,002701,奥瑞金,28.47,12.85,25.2528,270.1935,,2101.1167,
41,002038,双鹭药业,28.46,100.82,76.582,439.76599999999996,1.1551,436.1689,1.1457
42,002006,精功科技,28.44,17.71,31.576999999999998,336.593,1.1092,1900.5226,6.2632
43,600525,长园集团,28.35,43.3,43.5147,554.4355,0.642,1280.245,1.4826
44,603168,莎普爱思,28.26,17.64,64.7186,52.8168,,299.2834,
45,600690,青岛海尔,28.07,3.96,24.4372,2255.8045,0.8417,56831.9762,21.2065
46,300285,国瓷材料,27.83,29.67,49.4862,32.3357,0.6909,108.971,2.3284
47,600549,厦门钨业,27.24,9.27,33.2525,905.7235,1.328,9767.4924,14.3222
48,002699,美盛文化,27.23,24.44,45.4391,47.2551,,193.3377,
49,600115,东方航空,27.19,9.1,18.8703,5759.772,0.5107,63233.344000000005,5.6075
50,002626,金达威,26.94,27.48,47.7522,123.611,1.8449,449.7909,6.7132
51,300275,梅安森,26.84,27.84,59.2286,36.961999999999996,0.84,132.7625,3.0173
52,002643,万润股份,26.69,16.3,36.0873,102.0513,0.9873,625.8835,6.0553
53,000430,张家界,26.69,18.09,44.2561,70.2108,0.2188,388.1025,1.2096
54,002635,安洁科技,26.61,20.22,36.9384,70.865,0.7873,350.3212,3.8924
55,600970,中材国际,26.57,6.37,14.782,1047.1953,1.1493,16438.5362,18.0428
56,002646,青青稞酒,26.56,25.34,69.2884,164.0629,0.4206,647.4017,1.66
57,002663,普邦股份,26.45,11.92,25.5161,101.8479,5.0923,853.8860000000001,42.6943
58,002628,成都路桥,26.34,7.84,15.5728,147.8549,1.1828,1884.795,15.0783
59,600687,刚泰控股,26.18,7.99,10.9366,75.7339,0.5968,946.8296,7.4618
60,000011,深物业A,25.94,23.72,65.1546,306.4773,0.5142,1291.8201,2.1675
61,600076,康欣新材,25.63,486.2,72.4051,24.4394,0.0668,5.0266,0.0137
62,600883,博闻科技,25.62,247.6,8.8247,181.3459,0.7681,73.2412,0.3102
63,600066,宇通客车,25.48,6.65,17.3281,733.2319,1.4103,11009.5382,21.1765
64,000939,*ST凯迪,25.27,33.46,29.6624,630.7836,0.6686,1884.7109,1.9979
65,300273,和佳股份,25.25,16.58,49.7902,58.7897,0.5878,354.4166,3.5441
66,002690,美亚光电,25.15,25.14,51.9263,89.4797,,355.9179,
67,600887,伊利股份,25.15,4.85,30.2528,1418.162,0.8871,29200.623,18.2658
68,600546,山煤国际,24.97,2.51,9.1024,1033.4449,1.3779,41168.1359,54.8908
69,300304,云意电气,24.83,22.29,36.4269,61.3943,,275.4141,
70,300286,安科瑞,24.7,28.7,65.5562,34.0571,1.3098,118.6389,4.563
71,600734,实达集团,24.63,4.78,36.7043,41.31,0.1175,862.9488,2.4546
72,002128,露天煤业,24.52,20.79,35.756,1019.5883,0.7685,4902.9113,3.6956
73,000970,中科三环,24.24,11.46,26.3674,446.7553,0.8801,3895.3513,7.6739999999999995
74,002234,民和股份,23.78,18.97,25.9412,189.2345,1.7603,997.5392,9.2794
75,000049,德赛电池,23.67,4.59,20.8614,60.5269,0.4423,1317.2356,9.6268
76,600816,安信信托,23.51,633.8,-29.7582,100.2547,0.2207,15.8179,0.0348
77,000651,格力电器,23.42,5.91,17.3512,3772.5498,1.3387,63791.6025,22.638
78,300274,阳光电源,23.26,19.79,44.9577,110.9403,0.8254,560.4836,4.1702
79,600783,鲁信创投,23.08,356.65,25.95,627.7668,0.8433,176.0164,0.2364
80,300281,金明精机,22.96,20.16,35.6581,38.8343,0.8629,192.5907,4.2797
81,000795,英洛华,22.81,7.11,22.2963,72.4995,0.2619,1019.3978,3.6827
82,002631,德尔未来,22.73,20.45,33.8429,78.3821,0.6531,383.1011,3.1925
83,600794,保税科技,22.67,42.85,66.5163,109.682,0.5127,255.9189,1.1963
84,600505,西昌电力,22.63,40.87,36.6852,168.987,0.4635,413.4336,1.1340000000000001
85,002645,华宏科技,22.56,10.43,26.563000000000002,44.6578,0.8931,427.84,8.5567
86,300279,和晶科技,22.47,11.4,22.9846,27.4945,0.6178,241.0409,5.4166
87,600403,大有能源,22.36,15.8,38.0338,1158.806,1.39,7331.146,8.794
88,000877,天山股份,22.18,15.33,35.271,978.6149,2.516,6379.8801,16.403
89,000858,五粮液,22.12,30.78,66.0113,4818.2126,1.2692,15648.7745,4.1224
90,000917,电广传媒,22.08,32.67,42.3364,632.8798,1.5573,1937.024,4.7665
91,600309,万华化学,22.06,14.64,32.7514,1538.5317,0.7115,10509.0114,4.86
92,600784,鲁银投资,22.05,3.23,8.2832,148.924,0.5997,4597.7434,18.5163
93,300314,戴维医疗,21.96,21.92,55.0842,31.0407,,141.6013,
94,002627,宜昌交运,21.77,11.08,23.5613,77.8076,0.778,702.0581,7.0205
95,300319,麦捷科技,21.62,23.18,38.1018,22.5293,,97.1661,
96,000861,海印股份,21.57,19.52,43.7767,248.5156,0.5049,1272.9437,2.5862
97,600739,辽宁成大,21.55,32.93,18.5288,2042.0414,1.4963,6199.6418,4.5428
98,002640,跨境通,21.54,12.88,39.0096,41.9023,0.838,325.1751,6.5035
99,002493,荣盛石化,21.46,8.47,12.4364,1501.7674,1.3505,17730.1091,15.9443
100,600585,海螺水泥,21.4,25.89,41.5633,9055.2091,1.7087,34974.8139,6.5998
101,000550,江铃汽车,21.36,11.11,24.3634,1479.5739999999998,1.714,13309.5113,15.4185
102,000422,*ST宜化,21.33,6.11,20.2567,769.9918,1.4196,12587.2143,23.2074
103,600898,国美通讯,21.33,7.8,13.6161,52.8687,0.2093,677.3480000000001,2.6823
104,600773,西藏城投,21.15,12.34,32.395,216.7619,0.3765,1755.7332,3.0497
105,600745,闻泰科技,20.89,56.93,34.4478,136.76,0.4177,240.2238,0.7337
106,000623,吉林敖东,20.82,230.91,65.1301,1869.2506,2.7168,809.4817,1.1765
107,002269,美邦服饰,20.81,10.97,45.2434,745.541,0.7418,6793.039000000001,6.7592
108,000338,潍柴动力,20.81,9.71,21.7235,4581.3538,2.7497,47180.3742,28.3179
109,002624,完美世界,20.76,14.82,32.3435,49.3332,0.6577,332.6772,4.4356
110,600568,中珠医疗,20.66,64.25,21.2947,189.8847,1.1406,295.4997,1.7751
